,age,gender,occupation,genre,rate,user_id,movie_id
378,30,0,executive/managerial,878,4,282694,star+trek+insurrection+1998
379,40,1,academic/educator,12,3,160464,back+to+the+future+1985
380,20,0,scientist,35,5,8359,rushmore+1998
381,30,0,executive/managerial,53,4,556115,gattaca+1997
382,20,0,sales/marketing,12,5,337752,crouching+tiger_+hidden+dragon+2000
383,20,1,college/grad student,18,4,488474,the+motorcycle+diaries+2004
384,30,0,executive/managerial,12,5,250257,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
385,30,0,clerical/admin,18,3,536123,the+piano+1993
386,30,1,sales/marketing,14,5,502034,donnie+darko+2001
387,70,0,retired,9648,3,166466,klute+1971
388,20,0,executive/managerial,14,5,293857,babe+1995
389,20,0,scientist,35,4,908709,primary+colors+1998
390,20,0,artist,14,2,762450,the+nutty+professor+1996
391,20,0,college/grad student,28,5,961286,the+matrix+1999
392,20,0,other or not specified,16,4,213084,toy+story+1995
393,10,0,homemaker,35,2,930092,everything+you+always+wanted+to+know+about+sex+*but+were+afraid+to+ask+1972
394,20,0,sales/marketing,35,2,917228,the+naked+gun+33+the+final+insult+1994
395,30,1,college/grad student,28,5,777447,clear+and+present+danger+1994
396,30,0,other or not specified,18,5,777739,witness+for+the+prosecution+1957
397,30,0,college/grad student,35,1,768946,four+weddings+and+a+funeral+1994
398,30,0,executive/managerial,35,3,342841,big+daddy+1999
399,20,0,executive/managerial,18,4,549865,the+shawshank+redemption+1994
400,30,1,college/grad student,53,4,418499,traffic+2000
401,20,0,college/grad student,35,3,798257,sgt.+bilko+1996
402,20,0,self-employed,12,5,249841,for+your+eyes+only+1981
403,20,0,college/grad student,10751,3,145990,jingle+all+the+way+1996
404,30,0,K-12 student,14,5,919823,the+nightmare+before+christmas+1993
405,30,0,executive/managerial,10402,3,171201,waynes+world+2+1993
406,20,0,college/grad student,12,3,835266,return+of+the+jedi+1983
407,20,0,clerical/admin,35,4,609067,as+good+as+it+gets+1997
408,20,0,scientist,18,5,613812,rudy+1993
409,20,0,college/grad student,35,5,246171,mighty+aphrodite+1995
410,20,0,college/grad student,18,3,450155,like+water+for+chocolate+1992
411,50,0,programmer,80,4,812254,anatomy+of+a+murder+1959
412,30,0,college/grad student,18,4,543994,the+piano+teacher+2001
413,30,0,executive/managerial,18,5,983228,contact+1997
414,20,0,other or not specified,28,5,300735,terminator+2+judgment+day+1991
415,30,1,college/grad student,28,3,573350,deep+blue+sea+1999
416,30,0,scientist,12,4,820213,starship+troopers+1997
417,20,0,sales/marketing,35,3,555611,addams+family+values+1993
418,30,0,college/grad student,12,3,731110,waterworld+1995
419,20,0,sales/marketing,12,3,67246,tomorrow+never+dies+1997
420,30,0,college/grad student,18,5,514021,the+godfather+1972
421,30,0,college/grad student,35,3,817144,holiday+inn+1942
422,30,0,sales/marketing,35,3,218973,repo+man+1984
423,30,0,other or not specified,18,4,904778,good+will+hunting+1997
424,20,0,other or not specified,28,4,155852,true+romance+1993
425,20,0,other or not specified,53,4,524099,gattaca+1997
426,30,0,other or not specified,28,2,930576,broken+arrow+1996
427,30,0,executive/managerial,35,2,404058,anger+management+2003
428,30,1,academic/educator,28,3,57569,o+brother_+where+art+thou+2000
429,30,1,academic/educator,35,4,125478,clue+1985
430,20,0,college/grad student,80,2,681131,primal+fear+1996
431,20,0,college/grad student,35,1,780326,101+dalmatians+1996
432,30,0,sales/marketing,28,3,189600,armageddon+1998
433,30,1,academic/educator,18,4,372662,disclosure+1994
434,20,0,homemaker,80,5,479443,stand+by+me+1986
435,20,0,sales/marketing,28,3,460348,beverly+hills+cop+ii+1987
436,30,0,executive/managerial,53,4,176425,pulp+fiction+1994
437,30,0,artist,12,3,300262,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
438,30,0,homemaker,12,2,883388,honey_+i+shrunk+the+kids+1989
439,30,0,sales/marketing,28,3,689085,stargate+1994
440,30,1,academic/educator,18,5,492008,the+shawshank+redemption+1994
441,40,1,technician/engineer,18,4,246889,shanghai+triad+1995
442,10,0,self-employed,35,2,637355,tin+cup+1996
443,20,0,executive/managerial,12,4,159858,the+jungle+book+1994
444,20,0,self-employed,28,4,30696,bullets+over+broadway+1994
445,30,0,self-employed,12,5,991750,jumanji+1995
446,20,0,sales/marketing,12,2,880225,waterworld+1995
447,20,0,sales/marketing,80,5,204479,se7en+1995
448,30,0,executive/managerial,28,4,238025,armageddon+1998
449,20,1,scientist,14,2,753157,penelope+2006
450,40,1,executive/managerial,18,4,724433,last+night+2010
451,30,0,sales/marketing,28,3,852919,city+slickers+1991
452,30,0,self-employed,9648,5,105421,six+degrees+of+separation+1993
453,30,0,college/grad student,28,2,500239,deep+blue+sea+1999
454,30,0,college/grad student,18,5,817072,apollo+13+1995
455,20,0,executive/managerial,28,4,293857,outbreak+1995
456,20,0,self-employed,12,5,115885,crouching+tiger_+hidden+dragon+2000
457,30,0,homemaker,14,4,502931,babe+1995
458,20,1,college/grad student,18,4,184909,girlfight+2000
